"","gene_id","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val"
"11362","ECE2",1804.7887667224,-2.63608118115788,0.10395528945152,-25.3578287105451,7.36630870214769e-142,1.08453031865702e-139
"11365","ECEL1P2",18.184573237226,2.77177446569865,0.254981055618189,10.8642821504893,1.70559228028914e-27,7.02281685745954e-27
"11369","ECHDC2",6391.11112831218,-2.17221963236007,0.080161867247178,-27.0979161279959,1.04192015030985e-161,2.27543783937113e-159
"11370","ECHDC3",739.15077226113,-2.07776884805901,0.115484566207047,-17.9917442126311,2.2612701953249e-72,3.51763084203489e-71
"11374","ECM1",2676.58706630088,2.32400679602119,0.162418550968911,16.9223614876681,3.07836148329125e-64,3.68596984185741e-63
"11380","ECT2",892.256983007457,2.18273293292699,0.115473615559777,18.902316016094,1.09154233556183e-79,2.18252946139041e-78
"11384","EDAR",188.873802740044,3.36974818471543,0.183757211475288,18.3361820952021,4.2566180162778e-75,7.28461707531042e-74
"11396","EDIL3",1725.41880867973,3.01027420383804,0.146868662074446,20.4962030289375,2.32762149335257e-93,7.31990407229518e-92
"11400","EDNRA",972.01674240938,2.89859383251331,0.134012168819946,21.6290790750312,9.56741023340983e-104,4.352950188372e-102
"11404","EDRF1-AS1",19.9386235285187,-3.07338907872238,0.11287704362631,-27.2234462701061,3.4285656734876e-163,7.88169103068991e-161
"11409","EEF1A1P10",4.10621932810315,2.19760751689373,0.179954873267187,12.1954790192986,3.28566174240603e-34,1.63513562595241e-33
"11411","EEF1A1P12",51.6361711869219,2.06873668281143,0.105030104430433,19.6947238355252,2.39298298386385e-86,6.06891361907663e-85
"11426","EEF1A1P31",0.610394241689274,-2.29902955340855,0.417429341938851,-5.51604796500442,3.46707670526306e-08,7.52779813774597e-08
"11438","EEF1A1P7",3.50652802026659,2.35759902446749,0.183573782369103,12.8179101175047,1.30161688949103e-37,7.11536085744573e-37
"11445","EEF1B2P3",236.138835356039,-2.04591855208448,0.0906895889688816,-22.5595535643479,1.08209240634749e-112,6.79505630886899e-111
"11476","EFCAB1",93.4236419516704,-2.19627527503288,0.155858555175816,-14.0913218609248,4.29447177115133e-45,2.91111718096152e-44
"11482","EFCAB14-AS1",0.755774649751662,-2.12768872625748,0.341890564738331,-6.2245582169311,4.82914808982629e-10,1.13401321034093e-09
"11501","EFNA2",54.7145438053843,4.32942567340104,0.25482695183443,16.9754288252835,1.2483905153706e-64,1.51557230263182e-63
"11502","EFNA3",366.312827553144,2.63301069094637,0.145988093652373,18.0353549195819,1.02833064948172e-72,1.61888978098224e-71
"11504","EFNA5",694.44614042724,2.91121555627081,0.141622946602972,20.5557305913164,6.83929561143673e-94,2.1840187691761e-92
"11505","EFNB1",3290.77095711781,2.36368087720809,0.111914057931206,21.1204561369766,5.15943834555384e-99,1.99231356938823e-97
"11506","EFNB2",2292.59958923492,2.26404632961734,0.107079321422739,21.1435791255141,3.16167817615529e-99,1.22933302774149e-97
"11507","EFNB3",208.296077445385,2.15796487162405,0.139768319000658,11.8728017960416,1.63885485635925e-32,7.77027914648198e-32
"11515","EGF",2444.28079974794,-4.75094448227464,0.192396563485938,-24.6933973033692,1.25923792462041e-134,1.52779761780335e-132
"11517","EGFL6",91.1195042409317,2.7790426954424,0.207714559147217,17.1964946325203,2.82088858825647e-66,3.5967930718249e-65
"11528","EGLN1P1",2.66373679084102,-3.38014295061911,0.340904916295786,-9.90471537555598,3.97099124662112e-23,1.44791453394561e-22
"11530","EGLN3",2132.89173871975,3.13519887220105,0.154699641153798,20.2662293001789,2.55499703502802e-91,7.59160494685954e-90
"11535","EGR2",581.180205317914,2.69530529746255,0.164726028886488,16.3620807906809,3.56727783025482e-60,3.78589879879365e-59
"11537","EGR4",30.1643640953121,2.39876080930824,0.177474663620492,13.5133607759204,1.3042859720109e-41,7.95276586935758e-41
"11553","EI24P2",3.42933470576805,-3.98242390612659,0.272090231534873,-14.6016884073472,2.73975173668368e-48,2.0351406041012e-47
"11637","EIF4A2P3",0.721199277221507,-2.29074459232726,0.315231408602745,-7.27334499265957,3.50693162230843e-13,9.28958774076445e-13
"11678","EIF5AP4",30.1094284524865,3.23895161171182,0.197780419301242,16.366988543279,3.29100175151482e-60,3.49741224255333e-59
"11694","ELF4",1200.65928590386,2.08479531716373,0.0944752783325274,22.0670116229473,6.55855793594444e-108,3.4559907836726e-106
"11697","ELFN1-AS1",14.7596445749954,5.19161519456582,0.292131530259156,14.3415991297296,1.20252272355056e-46,8.53424232944076e-46
"11734","EMB",1483.56335537865,2.78377751751645,0.123020636841424,22.6283810938173,2.27814213807584e-113,1.4729238067066e-111
"11753","EMILIN2",701.557111856216,2.00884625322989,0.0985846555136411,20.3767550241664,2.68901694287139e-92,8.17519381471574e-91
"11764","EMP3",1290.65088236821,2.04867761329621,0.126723216336026,16.1664829026189,8.69209496189952e-59,8.8086169876842e-58
"11768","EN1",15.4056100975021,2.69428262527479,0.219808535796221,12.2502127187201,1.67555850826358e-34,8.40666304528925e-34
"11769","EN2",21.2348284245427,2.33298837102173,0.248178257844839,9.39853676031505,5.53271100824437e-21,1.89040303984429e-20
"11781","ENKUR",37.3328068241538,3.20025697249255,0.166041079497058,19.2672299949421,1.01210147500276e-82,2.26828443457005e-81
"11789","ENO2",2218.65517093875,2.08470369793117,0.121580533269375,17.1466538162105,6.65774190261141e-66,8.40719030490377e-65
"11815","ENPP7P5",0.720631825233888,-2.07451000332219,0.315943680492636,-6.56966609796089,5.04282146829025e-11,1.23463697009523e-10
"11823","ENTHD1",13.9593818060666,2.86489373099856,0.262606695656798,13.1666265904438,1.36564468946126e-39,7.88072412547299e-39
"11827","ENTPD2",555.4524761002,2.26058362946932,0.115138510125133,19.6334139002759,8.01444416148374e-86,1.98267967267417e-84
"11850","EPB41L4B",9955.25175166849,-3.39321900042829,0.121516824832025,-27.9238601086785,1.36959893796152e-171,3.81836413129555e-169
"11864","EPHA4",572.086925024206,2.45590982448508,0.120581427913502,20.3669758635938,3.28337930558653e-92,9.95139865093342e-91
"11865","EPHA5",7.51547411291956,3.81602816669775,0.197977473775578,8.86170620630326,7.87990335251348e-19,2.52740699075804e-18
"11866","EPHA5-AS1",1.11214482867123,3.23043018267291,0.330344796696061,6.75181627824707,1.46005690427008e-11,3.64944597868995e-11
"11869","EPHA8",106.27559416709,-2.13468259231274,0.18889797853501,-11.3007199051797,1.30146679723779e-29,5.69147400149266e-29
"11870","EPHB1",53.0162795136773,2.48751607810537,0.140523970963374,17.6995756664589,4.22478386101141e-70,6.12375566284508e-69
"11876","EPHX2",2093.73866164628,-2.04121829883759,0.104776666491981,-19.4816137622273,1.57244266968557e-84,3.7281496589469e-83
"11877","EPHX3",92.565109663099,3.01597571896411,0.176258630728959,17.1087719198493,1.27662825708935e-65,1.59873388933362e-64
"11878","EPHX4",75.0948645029099,3.38714607808266,0.218827437842713,15.4740448529706,5.19384330273883e-54,4.54316822943177e-53
"11885","EPO",135.424976788373,-4.12962129641434,0.20028416685048,-22.5299744560365,2.11077990172108e-112,1.31915354430295e-110
"11893","EPS15P1",1.86688389540135,2.53485466342935,0.40620638441845,7.85404907915852,4.02816538667927e-15,1.14536840036428e-14
"11897","EPS8L3",2091.21495331703,4.04711559766998,0.22317928646174,18.133551106837,1.7320407639122e-73,2.8053779328137e-72
"11898","EPSTI1",984.329087313722,2.59179510807145,0.13588132303017,19.0737769381613,4.17065593397868e-81,8.75325599384421e-80
"11901","EPYC",153.392741018574,3.08964777316741,0.388003421960327,12.4605933668511,1.22456079760502e-35,6.33138037009777e-35
"11921","ERCC6L",59.5225868904953,2.0061886690411,0.119701952773357,16.7585901219771,4.90109002565586e-63,5.66819208321658e-62
"11924","EREG",273.312287698554,3.3129597394499,0.2573605064758,12.8719193238744,6.47723333489324e-38,3.5736146301004e-37
"11955","ERN1",5056.20817192776,-2.14283990584516,0.0949591399929402,-22.5659161774002,9.37121561171098e-113,5.89411977114174e-111
"11956","ERN2",2042.0268912115,3.62701202812192,0.22818641893044,15.8947221764795,6.8933388103029e-57,6.58350701246373e-56
"11958","ERO1LB",11241.6144476556,-2.55298059621138,0.159322500365263,-16.0239897203057,8.68916157880997e-58,8.51797859508778e-57
"11959","ERP27",11911.1701525778,-3.24065868223684,0.200709347190757,-18.1257560965876,1.99580716615767e-73,3.21669453471333e-72
"11966","ERVFRD-3",6.5245569087635,-2.47772758433618,0.149765800269555,-16.5401500236582,1.8855219691771e-61,2.07793295790165e-60
"11968","ERVH48-1",16.773797336607,-3.30210018283202,0.128198046224905,-25.7513255742817,3.11509406393166e-146,5.0600970104609e-144
"11977","ESCO2",82.1126140231123,2.39648326105578,0.132176091145231,18.1295489023806,1.86280967235504e-73,3.01098060116268e-72
"11980","ESM1",306.919813038948,2.93847620942072,0.185221413380007,15.8639916026112,1.12510055288277e-56,1.06624162810564e-55
"11981","ESPL1",186.502507622687,2.21359319254632,0.135919180442718,16.2856018005501,1.24894499683505e-59,1.30331902908377e-58
"11982","ESPN",267.35735609338,2.78156544283041,0.197724468077509,14.06720085794,6.04137014083419e-45,4.07003016685848e-44
"11986","ESR2",102.509465501322,-2.83684573361657,0.131646111031655,-16.4503774097194,8.33472633776562e-61,9.04078621240526e-60
"12002","ETF1P2",3.91281688820626,-2.54866187749716,0.162069319565811,-15.7185809405654,1.1282239175023e-55,1.03938322467812e-54
"12013","ETV1",842.069555166605,2.51765075272025,0.11216736811258,22.4452919955164,1.42266448538498e-111,8.59062072511266e-110
"12019","ETV5-AS1",6.23368343320996,-3.92978748528932,0.203818400863072,-19.25254772351,1.3438868123056e-82,2.99819469873628e-81
"12021","ETV7",237.045177265142,2.17595933656629,0.118479922396369,18.365288997406,2.49120125697416e-75,4.29137254214086e-74
"12029","EVI2A",359.764442426309,2.36175477720341,0.138440044438731,17.0594569344556,2.97306210292705e-65,3.6879479730534e-64
"12030","EVI2B",614.457574410929,2.25187682891311,0.137398874490464,16.3891852978996,2.28486347785183e-60,2.44136948394551e-59
"12034","EVPL",2168.64141702521,2.25740462381161,0.13383902583289,16.8665173088163,7.93383303916556e-64,9.38546424223889e-63
"12035","EVPLL",9.34079128137661,3.05221735635427,0.290951787862918,10.475584467174,1.11844569778859e-25,4.37125674886355e-25
"12036","EVX1",16.9765663062192,4.59362947481591,0.311513832637999,13.065153382279,5.20795524063629e-39,2.96144540010722e-38
"12037","EVX1-AS",1.44831881363168,3.46597968718819,0.416377583511535,6.75347877894174,1.44341625596925e-11,3.60854063992314e-11
"12044","EXO1",87.8454272042519,2.79815561442759,0.174854500158145,16.0006111819046,1.26526856604733e-57,1.23510571967521e-56
"12052","EXOC3L4",229.533799131686,2.01550509875339,0.139507950075735,14.4470005689927,2.6184259414341e-47,1.89419072060682e-46
"12083","EYA1",11.9396558589821,2.55918041460033,0.192051268955499,9.70083193372185,2.99050169937861e-22,1.06174694547122e-21
"12095","F11",883.002104194966,-2.88903915561482,0.168889830845079,-17.1060340881021,1.3380570267598e-65,1.6745947698799e-64
"12096","F11-AS1",97.5631634849711,-3.20034982107394,0.15807558927015,-20.2450233170197,3.92997635619732e-91,1.15894501546974e-89
"12102","F2R",2703.37895217326,2.76310868843967,0.121972375252082,22.6534774427576,1.28923810854942e-113,8.39072020646983e-112
"12104","F2RL2",491.755018570761,2.68792866607488,0.150621837168616,17.8452043668018,3.14948855264689e-71,4.7344701722581e-70
"12107","F5",1749.80352293157,3.45564714635567,0.167012258257719,20.6907750681989,4.19417096595696e-95,1.40198010775313e-93
"12112","F9",1.34526181518126,-2.21639915834404,0.41760518179017,-3.79237735745014,0.000149211946081362,0.000266046246675664
"12113","FA2H",1509.22519650424,2.14169463243963,0.123748455417993,17.3067842717159,4.18124555068411e-67,5.48614027361123e-66
"12120","FABP1",85.1710707269832,4.39309094724561,0.262256237457443,11.3370569691789,8.59877552396822e-30,3.78138344162871e-29
"12122","FABP2",14.6903038754325,5.43968772699744,0.305012223066979,12.7550057651761,2.92353150600396e-37,1.58145071557748e-36
"12123","FABP3",183.790766515267,2.45365065323346,0.129791481167982,18.9038482314258,1.06029532910499e-79,2.12113024870825e-78
"12136","FABP6",65.1249458761346,3.2044233769294,0.285407057532982,11.2242813543306,3.09895561727547e-29,1.34266444742752e-28
"12155","FAHD2P1",10.8834480826226,4.79348484059785,0.308839789630061,15.4630025967815,6.16562403180298e-54,5.38481850011498e-53
"12159","FAM101A",820.20109090355,3.23400445109563,0.228779681348627,14.1354972336535,2.29507166549874e-45,1.5682125355598e-44
"12168","FAM106A",50.5887385424917,-2.78723075587778,0.151274196382837,-18.4242502178834,8.39457276012586e-76,1.46858324521828e-74
"12169","FAM106CP",4.96743030502448,-2.65461241120348,0.268799586175733,-9.87273743037304,5.46523809585416e-23,1.98410149194706e-22
"12181","FAM111B",143.442677332158,2.374058201477,0.176430929122974,13.455343184624,2.86406482448096e-41,1.73023495082752e-40
"12204","FAM129C",77.4523978778391,2.73804199777973,0.221640377500636,14.513201497287,9.9944811522922e-48,7.31625799062582e-47
"12206","FAM131B",89.7765467250545,2.76446196524794,0.125070963224264,22.1011245276983,3.08293056723136e-108,1.63991881729181e-106
"12222","FAM138B",6.03611262420388,-2.94453196966243,0.234628981416157,-12.5445497059576,4.2582801074522e-36,2.22893463414042e-35
"12236","FAM150A",35.521718288271,2.66059539072845,0.183500168325039,14.4958539033635,1.2869196866383e-47,9.39439422130949e-47
"12237","FAM150B",910.586456969657,-2.8706924833046,0.160902807273527,-17.8411289238624,3.38781738138429e-71,5.08301913214566e-70
"12240","FAM153A",234.381493350912,-2.622008916966,0.158408144858873,-16.5521230168137,1.5455494674881e-61,1.70757587315788e-60
"12241","FAM153B",298.497011490461,-2.13673417927341,0.162200909548013,-13.1733610827043,1.24910560288211e-39,7.21668742641034e-39
"12242","FAM153C",101.611725496326,-3.44517243302194,0.165247017631006,-20.8483194057449,1.57870613255217e-96,5.58586301265758e-95
"12243","FAM155A",134.996288812879,2.19125583162094,0.12269429025398,17.8588281336286,2.46765901580992e-71,3.7251795664934e-70
"12251","FAM159A",25.2268749472856,2.27476122669879,0.147655299128221,17.8366473597322,3.6706973759532e-71,5.49486343673725e-70
"12261","FAM163A",38.8252382830891,3.14290737110728,0.19392705281242,14.4955811700344,1.29204163259521e-47,9.42828226792604e-47
"12263","FAM166A",11.789216884304,-2.00816783186332,0.148408533025843,-13.5312748286471,1.02235169942543e-41,6.25796407729892e-41
"12266","FAM167A-AS1",67.891637752557,-4.43479452051621,0.265796923031904,-16.6822388768739,1.76478922906588e-62,2.00018057722977e-61
"12271","FAM169B",100.203713586564,-2.30144147388499,0.176630015051367,-13.0295903630717,8.30523311665228e-39,4.69956403937816e-38
"12279","FAM172BP",1.30185258917781,2.03984774630284,0.287404075700058,7.08257998856504,1.41495038480329e-12,3.66921958088379e-12
"12288","FAM177B",151.015586342779,3.92399319598681,0.223182020361525,17.578516550203,3.59869067372128e-69,5.04869844339698e-68
"12290","FAM178B",10.8137731154341,2.07149655024655,0.177929384616876,11.6370365227201,2.67136987371876e-31,1.22291312141475e-30
"12300","FAM183A",5.68640544780002,2.59793830217796,0.255101031079601,9.2801058778786,1.69310236059312e-20,5.69876306147063e-20
"12315","FAM189A1",441.859936246263,-2.25075616097021,0.120552334557778,-18.6703412677612,8.62995817019731e-78,1.61775706089869e-76
"12325","FAM196B",6.05989666970232,2.09407246610381,0.214758881636459,9.74356455980977,1.9653673294923e-22,7.02223138723344e-22
"12340","FAM19A5",505.511902198047,2.08832424544077,0.101752330301162,20.5234355306288,1.32975099106881e-93,4.20535088165042e-92
"12376","FAM216B",6.2066876371054,2.34660795584091,0.21544262191345,11.3133301826992,1.12728123927182e-29,4.94238517909604e-29
"12377","FAM217A",32.3086391346223,-4.05393259113002,0.194985203575381,-20.7859773616806,5.79717234722571e-96,2.0007624668081e-94
"12390","FAM221A",947.505307126346,-2.02985411498873,0.0847954555246491,-23.9382302200467,1.2254192435598e-126,1.20428076160839e-124
"12420","FAM26E",242.716020104364,2.39655129693263,0.116435816651313,20.5820300802643,3.97673476843002e-94,1.28135609628675e-92
"12421","FAM26F",129.596231267914,2.55213406091831,0.143998767539875,17.7223033000165,2.8212079949337e-70,4.10291107217329e-69
"12439","FAM3D",1602.18633448218,4.29357956174977,0.241819231776765,19.1718846379949,6.35637818799472e-82,1.38355053471801e-80
"12476","FAM64A",79.2481745819359,2.89110516102042,0.196599777057281,14.7030667842166,6.16052633548458e-49,4.66699345245517e-48
"12479","FAM65C",304.94184043907,-2.25377958636561,0.103675854281332,-21.7386715009137,8.84211691683702e-105,4.16267803593848e-103
"12487","FAM69C",41.8490143333317,3.4618573248676,0.195151317528348,17.7310497878119,2.41482949833577e-70,3.5184191096953e-69
"12489","FAM71B",0.316886279830878,-2.18660857935367,0.60672371132795,-3.61408210018605,0.000301413547585801,0.000526126059813231
"12497","FAM72A",72.6082872987475,2.062510135213,0.12804219089192,16.1069032175429,2.28168076053245e-58,2.27820347209882e-57
"12498","FAM72B",55.3331167559044,2.02229913335242,0.128980627445656,15.6777947952806,2.14575331659558e-55,1.95888441419815e-54
"12499","FAM72C",42.4228105123497,2.66395334388915,0.21083119782064,12.6323353775514,1.40058818745816e-36,7.43713651884103e-36
"12500","FAM72D",46.4216314908736,2.02222141668034,0.159738595347995,12.6581807282908,1.00808457990707e-36,5.37471922367379e-36
"12512","FAM81A",132.272976429685,2.21792856119448,0.0996125535273133,22.2647322001808,8.1206304428478e-110,4.57994236310398e-108
"12514","FAM83A",1081.69551702097,2.31100147475334,0.309572866436162,10.5638374632959,4.38366389154583e-26,1.73414337905471e-25
"12515","FAM83A-AS1",23.1212245762355,2.11782536057455,0.335211870034976,8.56530912528958,1.07786280076773e-17,3.33496943708613e-17
"12519","FAM83D",266.544457247503,2.99559362663842,0.168983046323546,19.1911303782863,4.38986497203654e-82,9.61904080550481e-81
"12520","FAM83E",939.840014894341,3.4469651251223,0.180145323563895,19.1339326851114,1.31749842739172e-81,2.82239036407457e-80
"12542","FAM87A",104.509089158399,-3.34246973465343,0.150321233533828,-22.2348942364572,1.57940390140422e-109,8.80657693109218e-108
"12582","FAM92B",8.56347230491179,2.81351457569456,0.245551415606662,11.4459912374114,2.46273288571961e-30,1.09811739720551e-29
"12583","FAM95B1",404.130750381686,-3.0611023296845,0.114656452792351,-26.6978841615455,4.98073017677202e-157,1.02509164004664e-154
"12584","FAM95C",688.682500502392,-2.27923676454744,0.112669452211934,-20.2293885015864,5.3968056870109e-91,1.57731175878363e-89
"12592","FAM99A",6.9015930612763,-5.38053199966478,0.324882234171811,-16.5354597202495,2.03817252611869e-61,2.24301685335178e-60
"12593","FAM99B",1.64363166893592,-4.00248014271642,0.443625126517826,-9.02602985113155,1.78013009910156e-19,5.82509899239842e-19
"12611","FAP",1618.16216307404,2.61433161895145,0.142805928658058,18.3067826224094,7.30611813716991e-75,1.23954900290095e-73
"12615","FAR2",356.421530827836,2.51969806685366,0.111320080006083,22.6342907345716,1.9924341404766e-113,1.29032266988691e-111
"12629","FASLG",16.865693923694,2.01531728714119,0.152768353222871,13.18903618981,1.01474280483028e-39,5.86956145642708e-39
"12655","FBN1",7652.81451147742,2.82074717828623,0.133913443387295,21.0639241205908,1.70453950781829e-98,6.47395633355912e-97
"12656","FBN2",87.5369961219635,2.71984931711771,0.164271192269396,16.5554343531716,1.4628195313491e-61,1.61753687137364e-60
"12657","FBN3",9.83936871655162,2.32152398512785,0.222801910945714,3.45080413435603,0.000558919032630921,0.000954642936029612
"12659","FBP2",82.7077521673234,-2.37653651780665,0.207145459257032,-11.4726716194555,1.80983962319894e-30,8.09015187490905e-30
"12680","FBXL8",1067.12467030524,-2.21762540350314,0.0927665098587696,-23.9054380915251,2.68880522081401e-126,2.62275268561287e-124
"12687","FBXO2",2324.10470862395,-2.03934940874583,0.123843419376033,-16.4671599042194,6.31671448040742e-61,6.86888094674455e-60
"12724","FBXW12",173.206981050078,-5.06476669993508,0.197129325150661,-25.6895980273083,1.52764603120212e-145,2.46113792977685e-143
"12732","FCAMR",26.2722501138614,3.11485467341329,0.269720763110917,15.6107726337157,6.14878327334522e-55,5.53109085755607e-54
"12734","FCER1A",104.471224034521,2.85449074256467,0.195370617263749,14.6090244985883,2.4601526394278e-48,1.82917723200126e-47
"12735","FCER1G",981.694912617559,2.03887053488385,0.11358878039262,17.9495017397973,4.84228417239526e-72,7.4676418523679e-71
"12736","FCER2",88.8286566364977,2.98965855243089,0.26744462124353,15.0334794901435,4.43106143632693e-51,3.56644195458664e-50
"12743","FCF1P5",1.11876340806045,-2.04652826813827,0.242600243286181,-8.43118648082752,3.42177964579048e-17,1.04222964416569e-16
"12747","FCGBP",4297.64729355227,3.36087381677008,0.143493602652232,11.6147471581041,3.46812807574405e-31,1.58341596582461e-30
"12748","FCGR1A",278.506106917484,2.18208263339237,0.124433281508802,17.5358743284655,7.62674502231e-69,1.05714861363542e-67
"12751","FCGR2A",1676.63596630714,2.24263672025702,0.116909954218178,19.1825363897963,5.17912127332215e-82,1.13043452112323e-80
"12752","FCGR2B",496.878444320446,2.28869049732156,0.142248496906225,16.0891936831766,3.03767695257124e-58,3.01771748813685e-57
"12754","FCGR3A",2005.02882298268,2.64092121689704,0.137266752388477,19.2392553368071,1.73685666980803e-82,3.85957239627776e-81
"12755","FCGR3B",117.223521905095,2.1618490116777,0.193108205531674,11.1946503542846,4.33107483236043e-29,1.86580330586398e-28
"12757","FCHO1",305.190343907206,2.61068904651662,0.117689791130232,22.1822261094976,5.09924642696358e-109,2.78404690338803e-107
"12761","FCMR",369.604568161068,2.29621168718432,0.154678469378752,19.284641494385,7.228940674953e-83,1.63222089564849e-81
"12763","FCN2",9.1968589992034,-2.13430232679519,0.251489542596032,-8.48614542138498,2.13604113126028e-17,6.54872694352219e-17
"12765","FCRL1",45.7771341911144,3.30300039913221,0.287618933779423,12.7445210461619,3.34438399123335e-37,1.80513160367133e-36
"12766","FCRL2",48.2723428638683,2.99209530548658,0.254876492013386,13.6369625879932,2.41407799665026e-42,1.50726502618046e-41
"12767","FCRL3",85.2494020363439,2.82009334957393,0.228437008698656,14.5804999712882,3.73769306061597e-48,2.76493628552529e-47
"12768","FCRL4",7.34028047362851,3.09029349553012,0.30258895043262,12.0511736639515,1.91207763622574e-33,9.3093599058749e-33
"12769","FCRL5",142.491887967005,2.59413259572464,0.213799869595526,14.5916229014137,3.17552598564647e-48,2.35439318173826e-47
"12771","FCRLA",87.9268493472337,2.61136813680898,0.279959735490529,15.8959323788796,6.76149113362671e-57,6.46072475602494e-56
"12773","FDCSP",351.122722589901,3.60087163027158,0.31165231165605,16.2181783393269,3.75157478964145e-59,3.84548644017746e-58
"12801","FER1L4",1018.44386028427,2.84539213693833,0.187588938862955,15.168046827304,5.75644392895418e-52,4.75690163647654e-51
"12802","FER1L5",240.586805371261,-4.96464663821415,0.135048424662466,-36.7587062945156,8.44047114225591e-296,3.3179492060208e-292
"12803","FER1L6",522.558649707447,4.024915801596,0.322808580287543,12.4674630693863,1.12346065961761e-35,5.81707567565443e-35
"12807","FERMT1",1487.52069898466,2.45096769765758,0.145736392247853,16.8177140070026,1.81009558822626e-63,2.12086013630922e-62
"12809","FERMT3",1427.51399717972,2.31928426172565,0.120580667169253,19.2342137337063,1.91424182952806e-82,4.24176134829471e-81
"12816","FEZF1",30.4148476638964,4.29795975516082,0.339840557975838,14.1399257044204,2.15511793529287e-45,1.47489007723472e-44
"12817","FEZF1-AS1",84.2941816814932,4.24417515245787,0.299791950832454,14.1496355682886,1.87727599619414e-45,1.28833309026522e-44
"12820","FFAR2",60.527856763351,3.29397465571483,0.188205285344903,15.6521823788634,3.21019231521e-55,2.91707489391829e-54
"12824","FGB",245.309112056129,3.21207459961204,0.219516169898387,3.80771172707646,0.00014025863844009,0.000250457303401469
"12833","FGF1",213.993786697732,2.76416341272899,0.141888558061332,19.480376313162,1.61091152014465e-84,3.81705436147596e-83
"12835","FGF10-AS1",11.0315282502501,-3.20149747849153,0.153345694804661,-20.8711435077694,9.79622261490755e-97,3.49129203075264e-95
"12839","FGF12-AS2",6.42150052427468,-3.58979873231504,0.181130126659881,-19.801471208484,2.89125356699055e-87,7.60744161435064e-86
"12843","FGF14",256.717004658991,2.12663904625783,0.138371320948253,15.3688528757077,2.64816388988587e-53,2.26894774436385e-52
"12848","FGF17",87.585803737389,-2.59349525931753,0.151318935799127,-17.1392476709269,7.56227967209428e-66,9.53104244661834e-65
"12850","FGF19",379.224940176953,4.17271885676165,0.348830371057655,13.2486577921471,4.59344961292714e-40,2.67985313571039e-39
"12852","FGF20",21.944479259977,2.24411728938731,0.18378893790073,12.2069313022937,2.85453799842944e-34,1.42382805124047e-33
"12853","FGF21",1.79347603013574,-3.43753752086419,0.520506088097493,-5.92806217206322,3.06530448574359e-09,6.95510068309267e-09
"12855","FGF23",0.998734826706697,2.03765136723114,0.462868168121737,3.89989811780064,9.62331749908405e-05,0.00017365617466443
"12856","FGF3",1.58798805791796,4.2471996310403,0.415132198566014,7.22645785936575,4.95754364684553e-13,1.30696157707396e-12
"12858","FGF5",13.3318046129446,2.12331825398638,0.273496613595406,7.75923042672261,8.54462798026835e-15,2.40212633844203e-14
"12864","FGFBP1",269.621231335831,2.73629914079439,0.238140616502489,11.4896742044317,1.48671556558542e-30,6.66546406057972e-30
"12871","FGFR3",5864.1634006137,-2.04007112493943,0.119759380205934,-17.0347516948396,4.53663095911349e-65,5.58518518643129e-64
"12879","FGL1",10581.0249575981,-4.06909931846201,0.245204410683276,-16.5948167264928,7.59753662813932e-62,8.47260042133778e-61
"12880","FGL2",941.450253394709,2.01535636187916,0.120925463544929,16.6660317164768,2.31459974457812e-62,2.61381545416161e-61
"12887","FHL2",3258.95686766972,2.9137093913472,0.126435990061428,23.0448502789505,1.65663060500108e-117,1.23571440384426e-115
"12893","FIBCD1",212.084869147244,4.59611577176471,0.272061660009186,21.3296904930569,6.02049020855941e-101,2.47558023115555e-99
"12899","FIGLA",6.27092987504128,-3.83035579835393,0.235022395966432,-18.6203328294582,2.19843474958855e-77,4.06684564735652e-76
"12900","FIGN",502.6859369527,-2.25200472579938,0.0885890018993851,-25.4207831637623,1.48598064383369e-142,2.20429807958877e-140
"12906","FIRRE",49.9155300499076,-2.38739107054727,0.140008436201703,-17.0513100790252,3.41785997853086e-65,4.23168742538735e-64
"12908","FITM1",209.961517830916,-3.38282135732498,0.138399204801802,-24.4421205882585,6.10334312862372e-132,6.93417394179764e-130
"12936","FKSG54",0.99306211012473,-2.39469097075128,0.299788796934754,-7.98908134779378,1.35947970341232e-15,3.92516688513685e-15
"12937","FKSG56",0.551102073196789,-2.73701700456463,0.407995851610316,-6.71895433493791,1.83033253385728e-11,4.55699359718346e-11
"12938","FKSG59",1.48659537465325,-3.07323517982876,0.279974468993968,-10.9660737903,5.56361599886536e-28,2.32171703731844e-27
"12950","FLG2",31.6950020646016,-5.73219303624707,0.187713012116732,-30.4919115500587,3.33575320699055e-204,1.87326369381141e-201
"12955","FLJ16779",70.2486796034087,3.24901118451124,0.245880918921998,13.2101034525917,7.67189178895079e-40,4.45205294100466e-39
"12960","FLJ22763",1.9816317262037,5.19997662093051,0.526418580199602,6.21304178842521,5.19686214139238e-10,1.21912425122716e-09
"12968","FLJ33360",34.386395259187,-2.69507075515888,0.124696458868974,-21.6119323542858,1.38720087248672e-103,6.28235786837015e-102
"12975","FLJ38122",445.27336809407,-4.92933537237821,0.181270424655846,-27.1922466007237,8.02178892285775e-163,1.81227886527321e-160
"13004","FLVCR2",210.313167942096,2.14545724267241,0.112662551425861,19.0428023164068,7.53842340975114e-81,1.56957322159596e-79
"13027","FN1",93866.3861999586,3.48101237097243,0.179556675951243,19.3866809036034,9.99843657541183e-84,2.32292282375555e-82
